Gene_name,Ensmbl,Hevin_logFC,Hevin_logCPM,Hevin_F,Hevin_PValue,Hevin_adjP,LPS_logFC,LPS_logCPM,LPS_F,LPS_PValue,LPS_adjP
Phkb,ENSMUSG00000036879,0.072110057,3.492179609,0.192044843,0.668770967,0.86650181,-0.573372837,3.492179609,11.64419002,0.004941403,0.023268438
Phkg2,ENSMUSG00000030815,0.268103229,3.567014988,4.307225461,0.059416424,0.247557082,-0.192698348,3.567014988,2.172354446,0.165484801,0.323777515
Phlda1,ENSMUSG00000020205,-0.91625091,6.49095488,18.81938864,0.000899032,0.014639215,1.682896552,6.49095488,62.74202081,3.42E-06,9.74E-05
Phlda3,ENSMUSG00000041801,0.193841217,2.950321828,0.697342087,0.419505489,0.715836455,-0.114112456,2.950321828,0.237335458,0.634651164,0.779167728
Phldb1,ENSMUSG00000048537,0.518117102,7.434487832,8.532466971,0.012456123,0.091801563,0.746930067,7.434487832,17.57786686,0.001168818,0.007604374
Phldb2,ENSMUSG00000033149,-0.120700774,3.322562875,0.0930999,0.765342892,0.908625979,0.367483586,3.322562875,0.859469921,0.371612099,0.559495913
Phldb3,ENSMUSG00000074277,0.523156434,1.802900728,4.58771259,0.05273773,0.23001719,-0.551820864,1.802900728,4.826614011,0.047748396,0.131224614
Phlpp1,ENSMUSG00000044340,-0.505377621,6.119594265,35.96135864,5.49E-05,0.001891112,-0.404063328,6.119594265,22.93442767,0.000405296,0.003450473
Phlpp2,ENSMUSG00000031732,0.056869775,5.827779624,0.141067566,0.71357991,0.887597076,0.299066053,5.827779624,3.88641061,0.071453245,0.176520835
Phospho1,ENSMUSG00000050860,0.657568956,-0.842871567,1.337822615,0.269254806,0.582190949,-1.318376113,-0.842871567,4.271445809,0.060339579,0.155870993
Phospho2,ENSMUSG00000027088,0.255154403,4.727596082,7.435673817,0.017939548,0.115950654,-0.122154126,4.727596082,1.683255935,0.218153217,0.39254621
Phpt1,ENSMUSG00000036504,0.192575806,1.940847484,0.465851911,0.507475045,0.775865608,-0.237290602,1.940847484,0.682531195,0.424355744,0.610201265
Phrf1,ENSMUSG00000038611,-0.095976185,7.195165259,1.416176219,0.25635958,0.56925321,0.217525158,7.195165259,7.260491246,0.019058671,0.064974391
Phtf1,ENSMUSG00000058388,0.087047439,4.186991032,0.423453792,0.527114533,0.789125134,-0.110438219,4.186991032,0.672254439,0.427774028,0.613256644
Phtf1os,ENSMUSG00000089998,-0.239780539,0.355977821,0.204543083,0.658902831,0.863084953,0.595111867,0.355977821,1.247384455,0.285264561,0.47073317
Phtf2,ENSMUSG00000039987,0.240392107,5.362204384,5.511374557,0.036279108,0.181158828,-0.241179903,5.362204384,5.469935202,0.036872385,0.107899375
Phyh,ENSMUSG00000026664,0.43738302,2.443516747,3.007085364,0.107715335,0.3541236,0.143806102,2.443516747,0.31959405,0.581954644,0.741615448
Phyhd1,ENSMUSG00000079484,0.378947895,3.699463136,9.140232095,0.010274707,0.080078692,0.449757637,3.699463136,12.73809818,0.003685417,0.018562401
Phyhip,ENSMUSG00000003469,-0.357606534,0.067881171,0.700950676,0.418337107,0.714857878,-0.089026673,0.067881171,0.042547437,0.839933898,0.913241977
Phyhipl,ENSMUSG00000037747,-0.117990241,0.753403727,0.07234023,0.792390371,0.919124791,0.42458443,0.753403727,0.933264148,0.35251346,0.540588659
Phykpl,ENSMUSG00000020359,-0.293362808,3.326654248,2.137866691,0.168623962,0.457455416,0.187163765,3.326654248,0.874994252,0.367468448,0.555248107
Pi15,ENSMUSG00000067780,-0.962469575,-0.994376288,2.616902387,0.130916904,0.394150431,0.307914134,-0.994376288,0.292863596,0.597996929,0.753826118
Pi4k2a,ENSMUSG00000025178,-0.362852789,7.505737705,9.600256727,0.008918424,0.073267123,0.256708766,7.505737705,4.806366347,0.048148694,0.132025298
Pi4k2b,ENSMUSG00000029186,-0.003394482,4.449843869,0.000490498,0.982683585,0.993348072,0.539811184,4.449843869,12.36855438,0.004062671,0.020039112
Pi4ka,ENSMUSG00000041720,-0.488718699,7.436413135,19.76044702,0.000742262,0.012608912,-0.24866459,7.436413135,5.129433459,0.04221075,0.11941372
Pi4kb,ENSMUSG00000038861,0.148714147,5.873832152,2.267729751,0.157181053,0.438974686,-0.101070271,5.873832152,1.039883931,0.327367529,0.51575568
Pianp,ENSMUSG00000030329,1.327589329,0.533524533,17.36883462,0.001223014,0.018054665,-0.85987822,0.533524533,6.407267326,0.025843575,0.082068447
Pias1,ENSMUSG00000032405,0.018556653,6.465511441,0.070668342,0.794742511,0.920420619,0.262146526,6.465511441,14.06594294,0.002629528,0.014251198
Pias2,ENSMUSG00000025423,0.020818211,6.805412224,0.09409582,0.764132693,0.908450126,0.045517127,6.805412224,0.448861197,0.515181526,0.688787659
Pias3,ENSMUSG00000028101,0.126519189,4.152980739,0.440857307,0.518886383,0.783624072,-0.792370076,4.152980739,16.58663722,0.001453548,0.009013239
Pias4,ENSMUSG00000004934,-0.128705027,5.177757917,2.118253318,0.170443022,0.459987376,0.109815668,5.177757917,1.5378824,0.237928796,0.41573211
Pibf1,ENSMUSG00000022064,0.193343518,3.497208962,1.352108178,0.266839109,0.579706563,0.190212248,3.497208962,1.30021198,0.275759215,0.460263401
Picalm,ENSMUSG00000039361,0.180482553,10.56984338,2.201408434,0.162897607,0.448022339,0.220717768,10.56984338,3.294105556,0.09382364,0.214679708
Pick1,ENSMUSG00000068206,0.635649248,1.829961116,9.924422557,0.00808814,0.069522147,-0.194364516,1.829961116,0.892895661,0.362775436,0.55023653
Pid1,ENSMUSG00000045658,-0.306700626,4.81679401,8.463775261,0.012735389,0.093104719,-0.341720357,4.81679401,10.41860637,0.006990219,0.030418923
Pidd1,ENSMUSG00000025507,0.55811608,1.179682866,3.115948832,0.102167491,0.342465994,-0.161564341,1.179682866,0.248721048,0.626722015,0.77450298
Piezo1,ENSMUSG00000014444,-0.124145382,8.39949943,1.653273863,0.222048995,0.531404614,-0.329614193,8.39949943,11.59398836,0.005010135,0.02350555
Piezo2,ENSMUSG00000041482,0.360291291,0.634571579,0.347711867,0.566020207,0.814094938,0.032307152,0.634571579,0.002784623,0.958757686,0.982750283
Pif1,ENSMUSG00000041064,-0.018223168,1.413177704,0.003120902,0.956341019,0.983619777,-1.211989187,1.413177704,12.45050595,0.003975259,0.019716461
Pifo,ENSMUSG00000010136,-0.539701763,-0.133154961,0.39462509,0.541296475,0.798599031,0.989041856,-0.133154961,1.303609648,0.275162845,0.459531748
Piga,ENSMUSG00000031381,0.077585646,3.213588858,0.159869694,0.696090791,0.879549548,0.128847465,3.213588858,0.436693704,0.520833105,0.694109997
Pigb,ENSMUSG00000079469,0.330037065,0.887315981,0.921328193,0.355502545,0.663674734,-1.551914658,0.887315981,17.1344689,0.001287297,0.008209903
Pigc,ENSMUSG00000026698,0.042274879,4.246103848,0.089573896,0.769685711,0.910194542,-0.622462905,4.246103848,18.87913685,0.000887999,0.00617818
Pigf,ENSMUSG00000024145,0.322738951,2.303430583,1.83233657,0.200054801,0.502486813,0.227692507,2.303430583,0.900302619,0.360859688,0.548647085
Pigg,ENSMUSG00000029263,0.069176343,2.256150104,0.202267966,0.660671402,0.863279537,-0.226227946,2.256150104,2.109720788,0.171242174,0.331253485
Pigh,ENSMUSG00000021120,0.559130926,1.260424541,3.299896259,0.093566709,0.32552026,-0.313958736,1.260424541,0.985711706,0.339806184,0.529028021
Pigk,ENSMUSG00000039047,0.290458434,4.464398186,5.854117138,0.031783391,0.166845593,-0.357709695,4.464398186,8.690011886,0.01184235,0.045531363
Pigl,ENSMUSG00000014245,0.228241946,2.403633467,1.533091108,0.238620265,0.548599825,-0.153925929,2.403633467,0.678807901,0.425589127,0.611148676
Pigm,ENSMUSG00000050229,0.007192084,6.412630937,0.007329652,0.933143098,0.974072777,0.157783894,6.412630937,3.521152319,0.084361873,0.198782914
Pign,ENSMUSG00000056536,0.19326153,6.067522356,1.833848804,0.199881425,0.50215546,0.135492165,6.067522356,0.897174302,0.361666964,0.548956088
Pigo,ENSMUSG00000028454,-0.086977385,3.23294975,0.230243525,0.639711251,0.853532209,-0.408257386,3.23294975,4.931439613,0.045738461,0.127045456
Pigp,ENSMUSG00000022940,0.033298051,0.561405237,0.010428707,0.920296426,0.970089656,-0.361338025,0.561405237,1.161450799,0.301721092,0.488280608
Pigq,ENSMUSG00000025728,0.21680126,5.25201222,4.614989136,0.052137527,0.228352945,-0.288450131,5.25201222,8.048581918,0.014588998,0.053180903
Pigs,ENSMUSG00000041958,0.378901934,4.286205323,8.691081957,0.011838305,0.088559875,-0.407513708,4.286205323,9.804647524,0.008383907,0.034891355
Pigt,ENSMUSG00000017721,0.003826329,5.129932959,0.001771125,0.967102443,0.988238695,-0.475939902,5.129932959,26.90884028,0.000204963,0.002082714
Pigu,ENSMUSG00000038383,0.117741549,4.797707653,1.203646838,0.293479987,0.608259265,0.02339199,4.797707653,0.047104566,0.831716815,0.909049475
Pigv,ENSMUSG00000043257,0.155132744,4.370242945,1.407944929,0.257674413,0.570766901,0.611312341,4.370242945,21.74516754,0.000504898,0.004036486
Pigw,ENSMUSG00000045140,0.130835615,2.247060895,0.472436273,0.504544534,0.773694321,-0.484929956,2.247060895,6.219572667,0.027698555,0.086720728
Pigx,ENSMUSG00000023791,0.152032613,3.650961186,1.110592392,0.312091557,0.62499977,-0.526131802,3.650961186,12.90971036,0.003524236,0.017899375
Pigyl,ENSMUSG00000010607,0.538656956,1.191115648,3.576990613,0.08221554,0.303932434,-0.436144782,1.191115648,2.216136168,0.161605715,0.31807102
Pigz,ENSMUSG00000045625,-0.413816853,-0.655743843,0.783074626,0.393068867,0.695886588,0.359645805,-0.655743843,0.601689766,0.452500913,0.635792422
Pih1d1,ENSMUSG00000003423,-0.041167842,4.003504385,0.119212456,0.735687128,0.896974924,-0.224759041,4.003504385,3.505458805,0.084977327,0.199814896
Pih1d2,ENSMUSG00000000167,-0.059350276,-0.530026701,0.012649298,0.91225499,0.967288107,-0.307392877,-0.530026701,0.320175233,0.581615922,0.741433064
Pik3ap1,ENSMUSG00000025017,-0.474618216,8.649330218,22.22526308,0.000461598,0.00904595,0.690030101,8.649330218,46.79000018,1.53E-05,0.000295626
Pik3c2a,ENSMUSG00000030660,-0.375615791,8.233161344,16.13392574,0.001610041,0.022078454,0.430584808,8.233161344,21.23900817,0.00055576,0.004349466
Pik3c2b,ENSMUSG00000026447,-0.020159536,1.69831283,0.00271464,0.959278725,0.984952677,-1.425566206,1.69831283,12.08367502,0.00438451,0.021202247
Pik3c3,ENSMUSG00000033628,0.347510053,4.635452539,13.07714492,0.003374859,0.037785492,-0.112630151,4.635452539,1.35475351,0.266395022,0.449359038
Pik3ca,ENSMUSG00000027665,0.106011961,7.172293655,1.414538608,0.256620442,0.569436571,0.179810067,7.172293655,4.057808523,0.066225357,0.167068514
Pik3cb,ENSMUSG00000032462,0.109532615,7.338415498,1.276269797,0.280012322,0.593017648,-0.343343049,7.338415498,12.42816822,0.003998865,0.019797312
Pik3cd,ENSMUSG00000039936,-0.11444997,6.468600097,0.283751997,0.603684719,0.835827716,0.523256133,6.468600097,5.910110552,0.031113385,0.094917143
Pik3cg,ENSMUSG00000020573,0.866791793,5.631394792,36.0717393,5.41E-05,0.001877821,-0.098630751,5.631394792,0.465147757,0.507790263,0.682293312
Pik3ip1,ENSMUSG00000034614,0.149014888,0.07682067,0.117582606,0.737424817,0.898140067,0.176068652,0.07682067,0.161410499,0.694711959,0.821218324
Pik3r1,ENSMUSG00000041417,-0.223291677,6.985222491,10.74570879,0.00635927,0.058785851,0.328846826,6.985222491,23.30221964,0.000379264,0.003263059
Pik3r2,ENSMUSG00000031834,0.4664528,3.976555273,13.80165778,0.002808047,0.032982075,-0.988944769,3.976555273,58.39018084,4.97E-06,0.000126546
Pik3r3,ENSMUSG00000028698,0.29601216,2.905518255,1.129029201,0.30827496,0.621206512,0.349535965,2.905518255,1.542826054,0.23721813,0.415138866
Pik3r4,ENSMUSG00000032571,0.352523377,4.572074246,11.56747164,0.005046891,0.05023969,-0.234181691,4.572074246,5.018081176,0.044153085,0.123705205
Pik3r5,ENSMUSG00000020901,0.198443105,8.365910033,1.728409733,0.21245357,0.518249851,2.443107629,8.365910033,237.3086257,1.91E-09,3.56E-07
Pik3r6,ENSMUSG00000046207,-0.355261189,5.091953928,8.097565249,0.014354546,0.100981838,0.739179104,5.091953928,35.12371888,6.13E-05,0.000829489
Pikfyve,ENSMUSG00000025949,0.338798689,6.939524442,13.58470661,0.00296523,0.0343565,0.384654051,6.939524442,17.43571008,0.001205362,0.007803729
Pilra,ENSMUSG00000046245,-0.735660524,2.612777683,1.755429762,0.209135843,0.514472051,0.707013099,2.612777683,1.693142831,0.216888243,0.390986784
Pilrb1,ENSMUSG00000066684,-1.447796137,0.192964702,2.901897049,0.113431972,0.363787893,0.625796408,0.192964702,0.594788587,0.455044944,0.637522197
Pilrb2,ENSMUSG00000066682,-0.862467666,0.598938329,0.789822139,0.391098658,0.694873216,1.248073258,0.598938329,1.769533406,0.207430926,0.379450635
Pim1,ENSMUSG00000024014,-0.599047546,8.76326893,82.47625545,7.93E-07,8.81E-05,2.339064162,8.76326893,1156.049022,1.34E-13,1.95E-09
Pim2,ENSMUSG00000031155,0.064103807,3.002469246,0.16208484,0.694110932,0.878421851,1.123017973,3.002469246,49.65699215,1.14E-05,0.000234544
Pim3,ENSMUSG00000035828,-0.380374156,5.273935993,9.383279749,0.009530139,0.076520018,0.537112049,5.273935993,18.7907721,0.000904372,0.006265114
Pin1,ENSMUSG00000032171,0.033816324,3.953201371,0.085737131,0.774519096,0.91202937,-0.038296151,3.953201371,0.108791711,0.74703934,0.856477099
Pin1rt1,ENSMUSG00000074997,-0.026673282,3.294368251,0.03396035,0.856776069,0.945926825,0.084046473,3.294368251,0.334447826,0.573424038,0.73499729
Pin4,ENSMUSG00000079480,0.534263643,-0.664096299,0.829267919,0.379877239,0.686433796,0.06581123,-0.664096299,0.012050089,0.914349261,0.955210642
Pink1,ENSMUSG00000028756,0.547059547,4.765744576,14.59513193,0.002310372,0.028615951,-0.713806106,4.765744576,24.00265238,0.000334879,0.003000294
Pinx1,ENSMUSG00000021958,-0.202273968,2.239952646,0.802384113,0.387470791,0.692535048,-0.069239589,2.239952646,0.092995802,0.765469799,0.86797047
Pip4k2a,ENSMUSG00000026737,0.119873448,5.735847779,1.192550348,0.295616455,0.609402575,-0.908496407,5.735847779,66.14699148,2.59E-06,7.91E-05
Pip4k2b,ENSMUSG00000018547,0.049962236,6.352745356,0.211994194,0.653193242,0.860110128,-0.813197436,6.352745356,54.70086689,6.96E-06,0.000162346
Pip4k2c,ENSMUSG00000025417,-0.043123315,7.170600813,0.283839771,0.603629364,0.835827716,-0.029046155,7.170600813,0.128436066,0.726097271,0.842699371
Pip5k1a,ENSMUSG00000028126,-0.158437687,7.051172456,4.381404691,0.057555996,0.242938093,0.513333108,7.051172456,45.83827482,1.70E-05,0.000318248
Pip5k1b,ENSMUSG00000024867,-0.183079426,2.878293317,0.324129816,0.579321987,0.821994241,0.022237536,2.878293317,0.004758647,0.946105155,0.975419388
Pip5k1c,ENSMUSG00000034902,0.665888132,7.755987977,21.75425373,0.000504036,0.009670426,-0.337581833,7.755987977,5.575510895,0.035383098,0.104808642
Pip5kl1,ENSMUSG00000046854,0.225743592,-0.678293233,0.235463651,0.635977424,0.852405542,-0.050507248,-0.678293233,0.01118354,0.91747353,0.957166208
Pir,ENSMUSG00000031379,-0.006608551,3.176820651,0.001317562,0.971623424,0.990144804,-0.233205294,3.176820651,1.609045631,0.227964841,0.403706826
Pira2,ENSMUSG00000089942,-0.962950954,-1.025057788,2.430681115,0.144173382,0.416804105,-0.454285144,-1.025057788,0.538970343,0.47653779,0.656550319
Pira6,ENSMUSG00000074417,-1.36296986,0.359272028,11.51343713,0.005122771,0.050675701,-0.357165779,0.359272028,0.829800347,0.37972914,0.567836428
Pirb,ENSMUSG00000058818,-1.424202957,4.430590776,48.78033686,1.24E-05,0.000652887,0.61785305,4.430590776,9.756269603,0.008506951,0.035242045
Pisd,ENSMUSG00000023452,-0.432228596,6.777180362,16.62485244,0.00144117,0.020338568,0.253572561,6.777180362,5.744443954,0.033145994,0.099891377
Pisd-ps1,ENSMUSG00000082286,-0.03791565,6.573140589,0.094550407,0.763582643,0.908315356,-0.467973418,6.573140589,14.24265139,0.002517546,0.013807375
Pisd-ps2,ENSMUSG00000023795,0.063497051,4.1430193,0.162320152,0.693901549,0.878386213,-0.231163191,4.1430193,2.11605523,0.170648438,0.330412642
Pithd1,ENSMUSG00000028669,0.483672387,4.077988437,20.2442471,0.000674179,0.011726355,-0.527338568,4.077988437,23.27624555,0.000381037,0.003270757
Pitpna,ENSMUSG00000017781,-0.105006947,8.200840682,1.751304377,0.209637992,0.514749416,-0.210357874,8.200840682,7.013617421,0.020778738,0.069314894
Pitpnb,ENSMUSG00000050017,-0.028891012,6.023248164,0.116441558,0.738649446,0.898523588,0.066780562,6.023248164,0.620170206,0.445803146,0.629056142
Pitpnc1,ENSMUSG00000040430,0.649763999,6.144693101,38.09017996,4.18E-05,0.001562272,-1.070692436,6.144693101,99.47807823,2.83E-07,1.46E-05
Pitpnm1,ENSMUSG00000024851,-0.153029313,7.23071222,1.783768895,0.205728391,0.509364301,-0.070504299,7.23071222,0.378007196,0.549807988,0.717726722
Pitpnm2,ENSMUSG00000029406,0.017793284,2.688849706,0.0054423,0.942370706,0.978118228,-0.609374669,2.688849706,6.234125916,0.02754921,0.086390569
Pitrm1,ENSMUSG00000021193,-0.372606732,6.385147362,17.29242533,0.001243552,0.018265138,0.081278369,6.385147362,0.825523483,0.380921263,0.568223647
Piwil2,ENSMUSG00000033644,-0.607334702,3.807967253,12.54720786,0.003874924,0.041430346,0.940454108,3.807967253,30.65203935,0.00011483,0.00134224
Piwil4,ENSMUSG00000036912,-0.898832125,-1.464524933,0.930532984,0.353194143,0.661941937,-0.196725112,-1.464524933,0.047946768,0.830244599,0.908943435
Pja1,ENSMUSG00000034403,-0.101632513,5.250326231,0.778503148,0.394412379,0.696774438,-0.157637159,5.250326231,1.857765477,0.19716512,0.365966047
Pja2,ENSMUSG00000024083,0.088551592,6.7230948,0.680883254,0.424900936,0.719540175,0.032183225,6.7230948,0.089664061,0.769573501,0.870241085
Pkd1,ENSMUSG00000032855,0.347706831,6.336387127,8.004451291,0.014804088,0.102752385,-0.417138797,6.336387127,11.37150193,0.00532853,0.024707319
Pkd1l2,ENSMUSG00000034416,-0.963074673,-0.81806949,1.88816354,0.193781237,0.493831202,-0.923181782,-0.81806949,1.725534624,0.212810635,0.385941562
Pkd1l3,ENSMUSG00000048827,-0.1849848,2.266699615,0.746897255,0.403898287,0.704713822,0.682054412,2.266699615,10.21271202,0.007424986,0.031913232
Pkd2,ENSMUSG00000034462,0.206761358,5.133867734,7.568232105,0.017143984,0.112495793,-0.034500324,5.133867734,0.208881969,0.655562907,0.793518708
Pkd2l2,ENSMUSG00000014503,-0.125071257,4.914789889,1.226627886,0.289123071,0.603568296,-0.081575945,4.914789889,0.518683909,0.484782837,0.66351913
Pkdcc,ENSMUSG00000024247,0.190176728,3.585597563,1.291699996,0.277261067,0.589940471,-0.234025254,3.585597563,1.913658441,0.191000808,0.357720601
Pkia,ENSMUSG00000027499,0.216466529,2.631918797,0.274212073,0.609768538,0.83832748,-0.011089614,2.631918797,0.000749102,0.978601193,0.991488291
Pkib,ENSMUSG00000019876,0.006373285,4.141998213,0.002166504,0.963617892,0.986619333,-0.157877551,4.141998213,1.311944569,0.273707333,0.458130143
Pkig,ENSMUSG00000035268,0.748850482,2.679440382,20.0876907,0.000695382,0.011959663,0.451939502,2.679440382,7.197983433,0.019477777,0.066104574
Pkm,ENSMUSG00000032294,-0.220321262,10.06260254,2.442935456,0.143250849,0.415287503,-0.13846591,10.06260254,0.959091163,0.346170757,0.534359764
Pkmyt1,ENSMUSG00000023908,-0.325002276,2.485461438,2.12228895,0.170066701,0.459142201,-0.1340701,2.485461438,0.360910462,0.558841907,0.725028566
Pkn1,ENSMUSG00000057672,-0.140943607,6.961376191,1.511458504,0.241775799,0.551909245,-0.700282859,6.961376191,36.68357703,5.00E-05,0.000711796
Pkn2,ENSMUSG00000004591,-0.231627304,7.354911564,8.723240713,0.011717473,0.087917323,0.346922866,7.354911564,19.54984329,0.00077438,0.005574385
Pkn3,ENSMUSG00000026785,-0.312593104,4.021600438,3.450819753,0.087163165,0.31396185,-0.742488625,4.021600438,18.89040718,0.000885936,0.006166776
Pknox1,ENSMUSG00000006705,-0.19802523,5.922442867,7.260200853,0.019060593,0.120625152,0.149004593,5.922442867,4.107850742,0.064786842,0.164449879
Pknox2,ENSMUSG00000035934,-0.435775944,0.927156869,0.618406831,0.446435155,0.734525653,-0.256151212,0.927156869,0.210419277,0.654389713,0.792870719
Pkp2,ENSMUSG00000041957,0.426878711,2.513656649,5.35651996,0.038556095,0.188325219,-0.223539155,2.513656649,1.410677159,0.25723697,0.438920767
Pkp4,ENSMUSG00000026991,-0.815287314,7.591921847,96.32469003,3.39E-07,4.85E-05,0.046645371,7.591921847,0.319375389,0.582082189,0.741615448
Pla1a,ENSMUSG00000002847,-1.181035783,3.890266803,51.60679781,9.36E-06,0.00052752,-1.032459263,3.890266803,39.35670597,3.57E-05,0.000549826
Pla2g12a,ENSMUSG00000027999,-0.360600446,2.228783467,3.315724153,0.092868803,0.324071339,0.256170376,2.228783467,1.685170423,0.217907514,0.39234685
Pla2g15,ENSMUSG00000031903,0.86933085,7.416326993,30.74517166,0.000113263,0.003242049,0.170805865,7.416326993,1.19769733,0.294622795,0.480604674
Pla2g16,None,0.789316103,2.1092382,10.42724831,0.006972632,0.062354888,0.321209042,2.1092382,1.698103687,0.216257153,0.390099896
Pla2g2d,ENSMUSG00000041202,0.209288136,-0.920462581,0.079364426,0.782815448,0.915189438,-0.31495791,-0.920462581,0.165849225,0.690782479,0.818636351
Pla2g3,ENSMUSG00000034579,-0.216957602,-0.995583143,0.137481973,0.717065516,0.888374343,0.348295181,-0.995583143,0.37301213,0.552417522,0.719940314
Pla2g4a,ENSMUSG00000056220,0.014097188,7.65523633,0.005699975,0.941024938,0.977611843,0.13920532,7.65523633,0.554179227,0.470513426,0.651345747
Pla2g4c,ENSMUSG00000033847,0.173014406,-1.057450527,0.110989318,0.744596209,0.900313776,0.075614578,-1.057450527,0.02021861,0.889216624,0.941151133
Pla2g5,ENSMUSG00000041193,-0.078568947,-0.22268134,0.016093071,0.901090039,0.964121714,0.749129723,-0.22268134,1.389415922,0.260667692,0.44296589
Pla2g6,ENSMUSG00000042632,0.090199182,2.586988151,0.264688028,0.615979967,0.841266526,-0.048911942,2.586988151,0.076559772,0.786581307,0.881788511
Pla2g7,ENSMUSG00000023913,0.700796587,8.796168134,47.99069975,1.35E-05,0.000694962,0.172942261,8.796168134,2.944748604,0.111059077,0.242478984
Pla2r1,ENSMUSG00000054580,-0.977516036,-0.464640912,1.893057912,0.193243433,0.492887698,0.665467478,-0.464640912,0.950170933,0.348342381,0.536314396
Plaa,ENSMUSG00000028577,0.00095608,7.095197787,0.000139465,0.990765784,0.996867234,0.269302908,7.095197787,11.03518818,0.005855903,0.026568075
Plac8,ENSMUSG00000029322,1.147861561,1.061232868,2.126355095,0.169688603,0.458409868,1.036742033,1.061232868,1.707843568,0.215025088,0.38840743
Plag1,ENSMUSG00000003282,0.206748568,1.053131274,0.639176997,0.439083047,0.729237957,-0.126566884,1.053131274,0.232385616,0.638172746,0.781560986
Plagl1,ENSMUSG00000019817,-0.451691635,5.533891015,2.148927292,0.16760902,0.455637083,0.964096077,5.533891015,9.784719963,0.008434336,0.035071114
Plagl2,ENSMUSG00000051413,-0.380583026,8.251002932,14.84867392,0.00217361,0.027415381,1.322401936,8.251002932,173.9415622,1.18E-08,1.35E-06
Plat,ENSMUSG00000031538,0.260704748,4.523161093,0.463210141,0.508659478,0.77686863,0.313786153,4.523161093,0.666158437,0.429822624,0.615162478
Plau,ENSMUSG00000021822,0.67293195,8.718166509,7.117941032,0.020030426,0.125166489,-0.327205908,8.718166509,1.682877538,0.218201823,0.392583005
Plaur,ENSMUSG00000046223,-0.473059442,7.578903954,6.548586221,0.024543455,0.143212833,0.559589143,7.578903954,9.171261076,0.010175945,0.040461696
Plbd1,ENSMUSG00000030214,1.422045928,2.956463306,5.546635893,0.035783199,0.17971401,0.175478133,2.956463306,0.083068035,0.777951568,0.876234992
Plbd2,ENSMUSG00000029598,0.116222098,6.650204876,2.081163871,0.173951769,0.464856304,0.026654632,6.650204876,0.108965756,0.746844851,0.856321635
Plcb1,ENSMUSG00000051177,0.086451385,0.799950915,0.022782791,0.882455412,0.958368241,0.010306814,0.799950915,0.000316329,0.986093349,0.994840032
Plcb2,ENSMUSG00000040061,-0.025715316,2.99250999,0.004874451,0.945454454,0.979052358,-0.399756831,2.99250999,1.143446239,0.305336175,0.492391407
Plcb3,ENSMUSG00000024960,0.231874913,5.956429655,3.035257503,0.106244865,0.351354691,-0.202585198,5.956429655,2.295137693,0.154892772,0.308190987
Plcb4,ENSMUSG00000039943,-0.266000899,1.709307692,0.736960447,0.406954,0.70636486,0.035016342,1.709307692,0.012522484,0.912693943,0.954273767
Plcd1,ENSMUSG00000010660,-0.331725567,3.484011816,4.502338887,0.054670572,0.235127117,0.022802964,3.484011816,0.021306837,0.886296549,0.939726406
Plcd3,ENSMUSG00000020937,-0.492411075,3.602744441,7.047724189,0.020530517,0.12736103,-0.617205707,3.602744441,10.89186656,0.006099051,0.027423098
Plcd4,ENSMUSG00000026173,-0.275091273,0.593835935,0.367546188,0.555301057,0.808236987,-0.039023819,0.593835935,0.007419489,0.932735711,0.96756935
Plce1,ENSMUSG00000024998,-1.023260321,1.698270168,3.816347638,0.073733015,0.283921382,-0.104881847,1.698270168,0.04272586,0.839603744,0.913155601
Plcg1,ENSMUSG00000016933,0.398105789,4.630932934,10.91353499,0.006061542,0.05675524,-0.409872702,4.630932934,11.34091502,0.005374128,0.024902865
Plcg2,ENSMUSG00000034330,0.112429627,7.559362746,1.360492706,0.265435002,0.578394618,-0.124366877,7.559362746,1.659695785,0.2212069,0.395690679
Plch1,ENSMUSG00000036834,-0.238944027,-0.641798147,0.044544888,0.83627815,0.936488779,-0.403428391,-0.641798147,0.18003171,0.678627655,0.810314568
Plch2,ENSMUSG00000029055,1.770940324,-1.13591033,3.712341675,0.077281834,0.293102543,0.488240584,-1.13591033,0.286868165,0.60172627,0.756240423
Plcl1,ENSMUSG00000038349,-0.344170765,4.616585298,3.997632513,0.06800651,0.269422543,-0.459329108,4.616585298,7.010772589,0.020799601,0.069336772
Plcl2,ENSMUSG00000038910,-0.200305696,6.031512501,3.80014807,0.07427259,0.28563812,0.393585352,6.031512501,14.62817873,0.00229199,0.012867846
Plcxd1,ENSMUSG00000064247,-0.670057764,3.540692093,27.31274273,0.000192022,0.004732531,-0.217829561,3.540692093,2.90065285,0.113501799,0.245965671
Plcxd2,ENSMUSG00000087141,-0.093922775,5.056960469,0.157855363,0.697905152,0.880604173,0.194985836,5.056960469,0.677268649,0.426100699,0.611520949
Pld1,ENSMUSG00000027695,-0.481251944,5.23986535,13.38386206,0.003119969,0.035666253,-0.126951982,5.23986535,0.933133287,0.35254603,0.540588659
Pld2,ENSMUSG00000020828,-0.279571284,6.967417854,4.504622096,0.054617786,0.235080985,0.275231438,6.967417854,4.3628322,0.058015151,0.151999696
Pld3,ENSMUSG00000003363,0.261092979,7.915996645,5.104555127,0.042635719,0.201222328,-0.224275361,7.915996645,3.756413228,0.075753354,0.184140676
Pld4,ENSMUSG00000052160,0.317777435,6.049366565,17.59648644,0.001164127,0.017474715,-0.233235821,6.049366565,9.379477319,0.00954129,0.038453409
